id,lat,long
Oberhausen,51.4696137,6.8514435
Cologne,50.938361,6.959974
Frankfurt am Main,50.1106444,8.6820917
Heidelberg,49.4093582,8.694724
Karlsruhe,49.0068705,8.4034195
Offenburg,48.4716556,7.944378
Lucerne,47.0505452,8.3054682
Altdorf,46.8820732,8.6413922
Gotthard Pass,46.57788403798211,8.55430384436388
Bellinzona,46.1920538,9.0205888
Lugano,46.0050102,8.9520281
Chiasso,45.8355209,9.0290169
Como,45.939475900000005,9.149410145408948
Milan,45.4641943,9.1896346
Piacenza,44.8476352,9.666531257696896
Parma,44.8013678,10.3280833
Modena,44.5384728,10.93596087053074
Florence,43.7698712,11.2555757
Rome,41.8933203,12.4829321
Karesuvanto,68.450137,22.4857349
Karesuando,68.4405054,22.4743151
Arvidsjaur,65.666667,19.25
Östersund,63.1793655,14.6357061
Mora,39.683248,-3.7729231
Säffle,59.116667,12.85
Gothenburg,57.7072326,11.9670171
Frederikshavn,57.4412134,10.5336225
Aalborg,57.0462626,9.9215263
Aarhus,56.1496278,10.2134046
Vejle,55.7000057,9.5333238
Kolding,55.4894999,9.47905
Flensburg,54.7833021,9.4333264
Hamburg,53.550341,10.000654
Hanover,52.3744779,9.7385532
Göttingen,51.5328328,9.9351811
Kassel,51.3154546,9.4924096
Fulda,50.5542328,9.6770448
Würzburg,49.79245,9.932966
Nuremberg,49.453872,11.077298
Munich,48.1371079,11.5753822
Rosenheim,47.8539273,12.127262
Wörgl,47.48033265,12.07928067668956
Innsbruck,47.2654296,11.3927685
Brenner,47.0073993,11.5066996
Fortezza,46.7868474,11.61245
Bolzano,46.65594545,11.23021287087526
Trento,46.1029536,11.12974249416882
Verona,45.4384958,10.9924122
Bologna,44.4938203,11.3426327
Cesena,44.136352,12.2422442
Perugia,43.1070321,12.402996209906489
Fiano Romano,42.1719129,12.5927265
Naples,40.8358846,14.2487679
Salerno,40.41944165,15.310756230322482
Sicignano degli Alburni,40.560311,15.303957
Cosenza,39.5966853,16.333055599019605
Villa San Giovanni,38.2180591,15.638486
Messina,38.1937571,15.5542082
Catania,37.5023612,15.0873718
Siracusa,37.0646139,15.2907196
Gela,37.0664363,14.2502445
Helsingør,56.0348739,12.6130073
Copenhagen,55.6867243,12.5700724
Køge,55.4565009,12.1818964
Vordingborg,55.0102518,11.9097478
Farø,37.0162727,-7.9351771
Nykøbing Falster,54.7646137,11.8709918
Gedser,54.57613795,11.93221627251935
Rostock,54.0924445,12.1286127
Berlin,52.5170365,13.3888599
Lübbenau,51.8680114,13.9689477
Dresden,51.0493286,13.7381437
Ústí nad Labem,50.6603327,14.0381357
Prague,50.0874654,14.4212535
Tábor,49.4141533,14.6587234
Linz,48.3059078,14.286198
Salzburg,47.7981346,13.0464806
Villach,46.6167284,13.8500268
Tarvisio,46.5052624,13.5783734
Udine,46.0634632,13.2358377
Palmanova,45.9054635,13.3099318
Mestre,45.4943063,12.2418053
Ravenna,44.3640607,12.059009490863945
Rimini,43.9470982,12.630768610516004
Fano,43.8424173,13.0146632
Ancona,43.4801204,13.218790609151764
Pescara,42.3102619,13.95759010584892
Canosa di Puglia,41.219631,16.067466
Bari,41.1257843,16.8620293
Brindisi,40.63591975,17.688443357842537
Igoumenitsa,39.5045294,20.2650921
Preveza,38.9571673,20.7516209
Rhion,50.5517594,4.8900616
Patras,38.246242,21.7350847
Pyrgos,42.444553,27.208264534658166
Kalamata,37.0372714,22.110707
Malmö,55.6052931,13.0001566
Ystad,55.4329849,13.8196555
Świnoujście,53.9097477,14.2510703
Wolin,53.9131743,14.52001388837596
Goleniów,53.5656939,14.8299285
Szczecin,53.4301818,14.5509623
Gorzów Wielkopolski,52.7309926,15.2400451
Świebodzin,52.2498357,15.5324973
Zielona Góra,51.9383777,15.5050408
Legnica,51.204768900000005,16.174675034638256
Jelenia Góra,50.9031028,15.7344306
Harrachov,50.7720087,15.4315431
Železný Brod,50.6430652,15.2539851
Turnov,50.5874068,15.1574182
Mladá Boleslav,50.4116187,14.9031301
Jihlava,49.396064,15.5903065
Brno,49.1922443,16.6113382
Bratislava,48.1516988,17.1093063
Rajka,47.997068,17.1960871
Csorna,47.6134153,17.2497955
Szombathely,47.2291184,16.6187625
Zalaegerszeg,46.8415803,16.8456316
Nagykanizsa,46.4548261,16.9923923
Letenye,46.433204,16.7230843
Zagreb,45.84264135,15.962231476593626
Karlovac,45.4892522,15.5486303
Rijeka,45.3267976,14.442208
Split,43.5116383,16.4399659
Dubrovnik,42.64873625,18.094680152605108
Petrovac,42.2068358,18.9428248
Podgorica,42.4415238,19.2621081
Bijelo Polje,43.0341595,19.7473559
Pristina,42.6638771,21.1640849
Skopje,41.9961816,21.4319213
Kičevo,41.5089037,20.9585155
Ohrid,41.1170203,20.8017387
Bitola,41.0316005,21.3302511
Niki,40.9087378,21.4213034
Vevi,40.7674406,21.6163022
Kozani,40.3007259,21.7883119
Larissa,39.6383092,22.4160706
Domokos,39.1278012,22.3032886
Lamia,38.8993832,22.433582
Brallos,38.733333,22.466667
Itea,38.43264705,22.42548672533482
Antirrio,38.331031,21.7629194
Aigio,38.2505699,22.0852909
Corinth,37.9385413,22.9273768
Tripoli,34.4373616,35.8348551
Kissamos,35.4933441,23.6594698
Chania,35.5120831,24.0191544
Vardø,43.95995,4.297637002377168
Vadsø,70.22671985,29.78277929931153
Varangerbotn,70.1727894,28.5556913
Utsjoki,69.907601,27.0252458
Inari,68.9062456,27.0260771
Ivalo,68.6588185,27.5348114
Sodankylä,67.4189716,26.5902179
Rovaniemi,66.5025657,25.73122
Kemi,65.7333404,24.5666495
Oulu,65.0118734,25.4716809
Jyväskylä,62.2417066,25.7495727
Heinola,61.2027188,26.031371
Lahti,60.9826014,25.6613764
Helsinki,60.1674881,24.9427473
Gdańsk,54.3706858,18.61298210330077
Świecie,53.4072518,18.4455253
Łódź,51.7687323,19.4569911
Piotrków Trybunalski,51.412854,19.6886837487098
Katowice,50.2598987,19.0215852
Žilina,49.2234674,18.7393139
Győr,47.687609,17.6346815
Budapest,47.4979937,19.0403594
Szeged,46.2546312,20.1486016
Subotica,46.1002058,19.6653273
Novi Sad,45.2551338,19.8451756
Belgrade,44.8178131,20.4568974
Niš,43.3211301,21.8959232
Kumanovo,42.1359459,21.7177635
Veles,41.718869,21.7705695
Gevgelija,41.1388664,22.5033192
Evzoni,41.1047002,22.5575583
Thessaloniki,40.6403167,22.9352716
Katerini,40.2713616,22.5087618
Athens,37.9839412,23.7283052
Heraklion,35.3400127,25.1343475
Agios Nikolaos,34.6928124,33.0570315
Sitia,35.2066248,26.1049708
Klaipėda,55.7127529,21.1350469
Kaunas,54.8982139,23.9044817
Vilnius,54.6870458,25.2829111
Lida,53.8949515,25.295719
Slonim,53.0927071,25.3193209
Kobryn,52.2085858,24.3542923
Dubno,48.1914941,20.0014426
Ternopil,49.6630002,25.6167516
Chernivtsi,48.2864702,25.9376532
Siret,47.9517661,26.0693866
Suceava,47.53265345,25.834593917414125
Roman,48.8362976,1.047626206618487
Urziceni,44.717002,26.6324066
Bucharest,44.4361414,26.1027202
Giurgiu,43.8959058,25.9658111
Ruse,43.8480413,25.9542057
Byala,43.4593631,25.7365619
Veliko Tarnovo,43.2164885,25.611409300395785
Stara Zagora,42.4248111,25.6257479
Haskovo,41.763101000000006,25.92562551247896
Svilengrad,41.7689145,26.201814
Ormenio,41.7206399,26.2114331
Kastanies,41.6455761,26.4753534
Didymoteicho,41.3492618,26.4963524
Alexandroupoli,40.845666,25.8778814
Saint Petersburg,59.938732,30.316229
Pskov,57.8173923,28.3343465
Gomel,52.4238936,31.0131698
Kiev,50.4500336,30.5241361
Odessa,46.4843023,30.7322878
Samsun,41.2946149,36.3320596
Merzifon,40.84139625,35.459302879473995
Moscow,55.7504461,37.6174943
Kaluga,54.5101087,36.2598115
Bryansk,53.2423778,34.3668288
Hlukhiv,51.67831,33.9093
Kirkenes,69.7271478,30.0448971
Murmansk,68.970665,33.07497
Petrozavodsk,61.7900426,34.390007
Orel,52.9687747,36.0694937
Kharkiv,49.9923181,36.2310146
Simferopol,44.9521459,34.1024858
Alushta,44.677112,34.4095393
Yalta,44.4970713,34.1586871
Yaroslavl,57.7781976,39.0021095
Voronezh,35.1573621,33.3682042
Novorossiysk,44.7239578,37.7690711
Mineralnye Vody,48.5924268,35.5560472
Nalchik,43.4769604,43.5966578
Vladikavkaz,55.830626800000005,37.62633190006384
Stepantsminda,42.6579897,44.6408079
Mtskheta,41.846295,44.7195591
Tbilisi,51.5478696,-0.1063706
Marneuli,50.00163825,36.3056758
Bolnisi,41.4493333,44.5369461
Yerevan,52.5136606,13.5216015
Goris,42.560165,-8.8019377
Megri,62.7685601,32.5452327
Tambov,52.72879,41.45536
Povorino,54.9426746,22.1965027
Volgograd,45.1291264,7.713556204984624
Astrakhan,49.1290215,38.60585328494848
Makhachkala,42.9830241,47.5048717
Kuba,49.4682631,20.4962391
Baku,42.4421421,19.2354364
Alyat,34.5419662,36.8313892
Astara,38.43468560534999,48.87023449907215
Samara,44.8257406,24.714095
Oral,60.1821596,24.9207805
Atyrau,47.6605827,50.806203
Beineu,45.3221097,55.1966215
Shetpe,44.1413139,52.1556413
Zhetybai,43.60155521063948,52.09824071940722
Fetisovo,53.4693263,37.8015045
Bekdash,41.5387241,52.5721984
Türkmenbaşy,40.0053169,52.9928838
Gyzylarbat,38.9748448,56.2765852
Chelyabinsk,55.1598408,61.4025547
Kostanay,52.0615626,62.9372689
Esil,42.7017385,23.3293853
Derzhavinsk,51.0990849,66.3138516
Arkalyk,50.253281,66.914993
Jezkazgan,47.80434,67.7145674
Kyzylorda,45.2058853,63.9155202
Shymkent,42.3146962,69.5883282
Tashkent,55.9143405,23.2826795
Ayni,40.69355710000001,37.46487059909381
Dushanbe,38.585694700000005,68.7603746751885
Panji Poyon,37.2127562,68.5813016
Ishim,56.110912,69.473366
Astana,49.7472407,9.9576309
Karaganda,44.8926161,37.3009215
Balkhash,46.8433208,74.9773285
Burubaytal,44.939739200000005,74.01769524089806
Almaty,43.2775,76.895833
Bishkek,42.8777895,74.6066926
Naryn,41.0706359,28.855834
Torugart Pass,40.5516903,75.3938887
Omsk,53.2016827,5.7899656
Pavlodar,53.5312224,35.6707263
Semey,50.9368944,4.365993891550696
Georgiyevka,52.2465586,40.448957
Maikapshagai,47.493889,85.608056
Å,49.812987750000005,23.96013680750664
Svolvær,68.2321709,14.5646019
Melbu,58.3254361,15.131448
Sortland,68.76729605,15.367917868560635
Lødingen,68.3944357,15.609655745604854
Evenes,68.49686075,16.906967779768962
Narvik,68.28988385,17.086538711321808
Kiruna,67.848889,20.302778
Töre,48.1560688,18.5824492
Luleå,65.5831187,22.1459535
Shannon,52.7093263,-8.876893685751469
Limerick,52.661252,-8.6301239
Dublin,53.3498006,-6.2602964
Liverpool,53.4071991,-2.99168
Manchester,53.4794892,-2.2451148
Leeds,53.7974185,-1.5437941
Kingston upon Hull,53.7435722,-0.3394758
Esbjerg,55.4664892,8.4520751
Helsingborg,56.0442098,12.703706
Halmstad,56.6739826,12.8574827
Örebro,59.2747287,15.2151181
Stockholm,59.3251172,18.0710935
Tallinn,59.4372155,24.7453688
Narva,59.3766729,28.1921457
Cork,51.897077,-8.4654674
Waterford,52.2609997,-7.1119081
Wexford,52.46018745,-6.606515459159162
Rosslare,52.2754672,-6.396305727574967
Fishguard,51.9938353,-4.97681
Swansea,51.6195955,-3.9459248
Bridgend,51.5049859,-3.5756674
Cardiff,51.4816546,-3.1791934
Newport,51.5882332,-2.9974967
Bristol,51.4538022,-2.5972985
Colchester,51.8896903,0.8994651
Ipswich,52.0579495,1.1526345
Felixstowe,51.9639098,1.3515106
The Hague,52.0799838,4.3113461
Gouda,52.018119350000006,4.711122134697802
Amersfoort,52.1562499,5.3896944
Oldenzaal,52.30853685,6.914603743122237
Osnabrück,52.2719595,8.047635
Bad Oeynhausen,52.2014399,8.7981244
Braunschweig,52.2646577,10.5236066
Magdeburg,52.1315889,11.6399609
Poznań,52.4006632,16.91973259178088
Warsaw,52.2319581,21.0067249
Brest,48.3905283,-4.4860088
Minsk,53.9024716,27.5618225
Smolensk,54.7814057,32.0461261
Ryazan,55.6707955,36.6676057
Penza,53.2527258,22.1074973
Ufa,52.3870936,13.12281483309524
Kurgan,50.61882,34.379311
Bruges,44.8842379,-0.6111474
Ghent,51.0538286,3.7250121
Brussels,50.8465573,4.351697
Leuven,50.879202,4.7011675
Eupen,50.6305665,6.0312717
Aachen,50.776351,6.083862
Olpe,51.0294497,7.8439105
Wetzlar,50.5525346,8.5074406
Gießen,50.5862066,8.6742306
Bad Hersfeld,50.8681341,9.7068481
Eisenach,50.9747134,10.3193565
Erfurt,50.9777974,11.0287364
Gera,50.8772301,12.0796208
Chemnitz,50.8322608,12.9252977
Görlitz,51.1563185,14.991018
Wrocław,51.1089776,17.0326689
Opole,50.6668184,17.9236408
Gliwice,50.294113,18.6657306
Zabrze,50.3086154,18.7863749
Kraków,50.0619474,19.9368564
Rzeszów,50.0374531,22.0047174
Jarosław,50.0159029,22.6796573
Korczowa,49.9522144,23.0797832
Lviv,49.841952,24.0315921
Rivne,51.2074112,26.5208033
Zhytomyr,50.9080532,28.3867504
Luhansk,49.2724587,38.9150477
Beyneu,45.46966265,54.887296394764114
Qo‘ng‘irot,39.3666203,63.8453292
Nukus,42.4600229,59.6176603
Daşoguz,41.3862117,58.5586047
Bukhara,48.8750543,2.3453171
Navoiy,42.0,64.0
Samarkand,50.0819034,14.4075766
Jizzakh,40.1331797,67.8234081
Zhambyl,44.4168463,72.134166
Sary-Ozek,44.3599339,77.9670298687745
Taldykorgan,45.0164138,78.3791841
Ucharal,46.17428009069973,80.9331087393466
Taskesken,41.409328,69.015411
Ayagoz,47.9651211,80.4365994
Oskemen,49.9484438,82.6274791
Ridder,49.8965212,6.1983168
Rennes,48.1113387,-1.6800198
Le Mans,48.0073849,0.1967849
Reims,49.2577886,4.031926
Saarbrücken,49.234362,6.996379
Mannheim,49.4892913,8.4673098
Heilbronn,49.142291,9.218655
Rozvadov,49.65354095,12.563823585623169
Plzeň,49.7477415,13.3775249
Trenčín,48.8923583,18.0393715
Prešov,49.0000074,21.2392122
Košice,48.7172272,21.2496774
Vyšné Nemecké,48.6593683,22.2632096
Uzhhorod,48.6223732,22.3022569
Mukachevo,48.4421438,22.7185112
Stryj,49.255875,23.8530863
Khmelnytskyi,49.268624,27.0635998
Vinnytsia,48.8990315,28.516068
Uman,48.7497621,30.2203052
Kirovohrad,48.3725226,31.7834817
Dnipropetrovsk,48.662589,34.9501715
Donetsk,48.0158753,37.8013407
Rostov-on-Don,47.2216548,39.7096061
Armavir,50.0274887,36.2219086
Lorient,47.7477336,-3.3660907
Vannes,47.6586772,-2.7599079
Nantes,47.2186371,-1.5541362
Angers,47.4739884,-0.5515588
Tours,47.3900474,0.6889268
Montargis,47.9978628,2.7310072
Auxerre,47.7961287,3.570579
Beaune,47.0239064,4.8380426
Dole,47.0921047,5.4925463
Besançon,47.2380222,6.0243622
Belfort,47.6379599,6.8628942
Zürich,47.3744489,8.5410422
Winterthur,47.4991723,8.7291498
St. Gallen,47.4250593,9.3765878
St. Margrethen,47.4510277,9.6410249
Bregenz,47.5025779,9.7472924
Feldkirch,47.8647485,7.2730686
Landeck,47.1274736,10.555680223492256
Telfs,47.3046511,11.071515
Lauterach,48.2550946,9.5824418
Imst,47.2759021,10.700690365218966
Bad Reichenhall,47.7222676,12.8760923
Sattledt,48.0702992,14.0581292
Sankt Pölten,48.2043985,15.6229118
Vienna,48.2083537,16.3725042
Nickelsdorf,47.9403019,17.0661763
Mosonmagyaróvár,47.8731793,17.2722342
Szolnok,47.1753833,20.1946279
Püspökladány,47.3196043,21.1122524
Oradea,47.058715,21.92791904166116
Cluj-Napoca,46.769379,23.5899542
Turda,46.5649706,23.7798424
Târgu Mureş,46.5446253,24.561196
Braşov,45.6523093,25.6102746
Ploieşti,44.9417468,26.0236504
Slobozia,44.5635999,27.3618477
Hârşova,44.6845557,27.9513766
Constanţa,44.1767161,28.6507598
Agigea,44.0911993,28.6104977
Poti,54.17976,26.30599
Senaki,42.2697221,42.0635021
Samtredia,42.1645985,42.3460344
Kutaisi,42.8435362,-2.6672684
Khashuri,41.9972652,43.5989395
Gori,52.676135,-6.292752
Rustavi,49.4361115,32.003571
Ganja,42.6686695,21.1629274
Yevlakh,40.6111615,47.1479948
Ashgabat,37.9404648,58.3823487
Tejen,37.38463,60.5027245
Mary,46.6178822,4.5007024
Türkmenabat,39.0733839,63.5831564
Alat,43.711389,15.9584365
Karshi,42.0669913,22.1836476
Guzar,48.2758697,25.9362413
Sherobod,37.6711178,67.0166342
Termez,37.2442466,67.283151
Jirgatal,39.2214,71.1886
Sary Tash,39.728053,73.2487019
Irkeshtam,39.6786591,73.8988147
A Coruña,43.3709703,-8.3959425
Bilbao,43.2630018,-2.9350039
Clermont-Ferrand,45.7774551,3.0819427
Chambéry,45.5662672,5.9203636
Susa,45.1372115,7.0539789
Turin,45.0677551,7.6824892
Tortona,44.89666,8.8641282
Brescia,45.77958045,10.4258729694612
Trieste,45.6496485,13.7772781
Postojna,45.7752847,14.2139937
Ljubljana,46.0500268,14.5069289
Slavonski Brod,45.1665803,18.0121385
Vršac,45.1211263,21.2960485
Timişoara,45.7538355,21.2257474
Drobeta-Turnu Severin,44.6257835,22.6531975
Craiova,44.3190159,23.7965614
Alexandria,44.83495335,8.745030418605868
Razgrad,43.5258211,26.5230603
Shumen,43.2703797,26.9247362
Varna,43.2073873,27.9166653
Ordu,40.8292569,37.4082764
Giresun,40.6531617,38.5172032
Trabzon,36.8692151,30.6354267
Batumi,52.1811606,21.0522344
Lisbon,38.7077507,-9.1365919
Valladolid,41.6521328,-4.728562
Toulouse,43.6044622,1.4442469
Nice,43.7009358,7.2683912
Sofia,42.6977028,23.3217359
Plovdiv,42.1418541,24.7499297
Istanbul,41.0091982,28.9662187
İzmit,40.7718818,29.9497846
Gerede,40.7987548,32.2009075
Amasya,40.6503248,35.8329148
Erzurum,39.90632,41.2727715
Gürbulak,40.2767494,38.839839
Iran,42.4593278,0.7803197
Mazara del Vallo,37.6537292,12.5886912
Palermo,38.1112268,13.3524434
Reggio Calabria,38.1035389,15.6397556
Metaponto,40.3740777,16.8100961
Taranto,40.54881555,17.08058012454743
Ioannina,39.6639818,20.8522784
Gelibolu,40.4054063,26.6722539
Lapseki,40.3443674,26.6845975
Bursa,40.182737,29.0675481
Ankara,39.9207886,32.8540482
Adana,36.9863599,35.3252861
Nusaybin,37.0691755,41.2164671
Khabur River,36.5746636,40.4599482
Iraq,50.7763045,6.0939309
Larne,54.8508458,-5.8183116
Belfast,54.596391,-5.9301829
Newry,54.1775283,-6.337506
Dundalk,54.0033615,-6.39199961126268
Drogheda,53.71698355,-6.376937127127516
Pontevedra,42.6075172,-8.4714942
Valença,44.9332277,4.8920811
Porto,41.1494512,-8.6107884
Albufeira,37.14453245,-8.214562106482182
Castro Marim,37.2179367,-7.4457102
Huelva,37.2575874,-6.9484945
Cherbourg-Octeville,49.6343543,-1.6285770868661509
La Rochelle,46.1591126,-1.1520434
Trelleborg,55.37592,13.1461522
Oslo,59.9133301,10.7389701
Hamar,61.0014937,11.16479641006573
Lillehammer,61.1145451,10.4670073
Dombås,62.0755539,9.1278983
Trondheim,63.4304475,10.3952118
Stjørdal,63.4627028,11.134472299094192
Steinkjer,64.050737,11.481908998592733
Mosjøen,65.8375342,13.1892098
Mo i Rana,66.3110969,14.1386991
Rognan,67.1014386,15.3935626
Fauske,67.23671525,15.784422075480048
Ballangen,68.342872,16.8313381
Setermoen,68.8609408,18.3482428
Alta,69.9666046,23.2733282
Olderfjord,70.4739478,25.0705774
Lakselv,70.0524983,24.9606571
Karasjok,69.4718736,25.5111384
Pau,43.2957547,-0.3685668
Jaca,42.5692515,-0.549372
Zaragoza,41.6521342,-0.8809428
Vierzon,47.2217489,2.0691421
Montluçon,46.3400296,2.6073963
Montpellier,43.6112422,3.8767337
Doncaster,53.5227681,-1.1335312
Sheffield,53.3806626,-1.4702278
Nottingham,52.9534193,-1.1496461
Leicester,52.6362,-1.1331969
Northampton,52.23433665,-0.9028072768185827
Antwerp,51.2211097,4.3997081
Martigny,49.8597222,4.1375
Sarreguemines,49.1094836,7.0708865
Ludwigshafen,49.4704113,8.4381568
La Spezia,44.23836595,9.691232634547536
Bremen,53.0758196,8.8071646
Orkanger,63.304819,9.8496676
Vinjeøra,63.2061652,8.9859773
Halsa,66.7437106,13.5759233
Straumsnes,67.4943311,15.020512
Kristiansund Mainland Connection,63.11608530254717,7.78489253919544
Batnfjordsøra,62.8933784,7.679776
Molde,62.60162565,8.138620840166594
Vestnes,62.56819005,7.11060774159323
Skodje,62.5037394,6.6962479
Ålesund,62.76712545,6.168828066313526
Volda,62.08037975,6.274410767523168
Nordfjordeid,61.907681,5.9891381
Sandane,61.777068,6.2156466
Førde,61.4521759,5.8571725
Lavik,61.103562,5.5131038
Instefjord,60.9865241,5.4837486
Knarvik,60.5461492,5.285399
Bergen,60.3943055,5.3259192
Os,43.3890851,-0.6150563
Stord,59.82502055,5.488370639966453
Sveio,59.61370615,5.4117567089092296
Aksdal,59.4230834,5.445157
Bokn,59.19252415,5.475702645238316
Rennesøy,59.11483665,5.649151657986611
Randaberg,59.02106665,5.564876566360093
Stavanger,58.9699675,5.7318101
Sandnes,58.98313205,6.394641047340787
Helleland,58.5228556,6.1141104
Flekkefjord,58.2949357,6.612962604643913
Lyngdal,58.1516995,7.0523045432054
Mandal,58.0268181,7.4534802
Kristiansand,58.0856276,7.93185802875815
Hirtshals,57.5908031,9.9649737
Hjørring,57.457183,9.9855998
Nørresundby,57.0607251,9.9241319
Dortmund,51.5142273,7.4652789
Aschaffenburg,49.9740542,9.1493636
Stuttgart,48.7784485,9.1800132
Schaffhausen,47.6960491,8.634513
Ulm,48.3974003,9.9934336
Lindau,47.550753,9.6926624
Buchs,47.1627634,9.4764086
Chur,46.854747,9.5264904
San Bernardino,44.5149961,11.8872699
Rødby,54.6940639,11.3902205
Puttgarden,54.4964975,11.2121117
Oldenburg in Holstein,54.2922574,10.8809805
Lübeck,53.866444,10.684738
Halle,51.4825041,11.9705452
Plauen,50.4950632,12.1346523
Schönberg,53.6781808,10.4318363
Vojtanov,50.168417,12.3168787
Cheb,50.0793511,12.3703526
Karlovy Vary,50.2306216,12.8701437
České Budějovice,48.9747357,14.474285
Halámky,48.8531369,14.9151247
Leipzig,51.3406321,12.3747329
Hirschberg,50.3781716,7.9223613
Hof,50.3219015,11.9178807
Bayreuth,49.9427202,11.5763079
Bayerisch Eisenstein,49.1222843,13.2031944
Deggendorf,48.7814115,13.0006423
Liezen,47.5070965,14.212568375549036
Sankt Michael,47.1277657,16.2696536
Graz,47.0708678,15.4382786
Maribor,46.5576439,15.6455854
Spielfeld,46.7064901,15.6337629
Karavanke Tunnel,46.4993058,14.0187407
Naklo,45.5940558,15.1455447
Kemijärvi,66.7161179,27.4333534
Posio,66.1092595,28.1650783
Kuusamo,65.9645637,29.1883283
Kajaani,64.2240872,27.7334227
Iisalmi,63.5567679,27.1892281
Kuopio,62.82411705,27.593193798013104
Tampere,61.4980214,23.7603118
Turku,60.4517531,22.2670522
Riga,56.9493977,24.1051846
Kłodzko,50.43371175,16.642246491692106
Kudowa-Zdrój,50.445785650000005,16.25414734199097
Náchod,50.4167025,16.1622871
Hradec Králové,50.2092113,15.8327512
Nordkapp,71.1699506,25.7858893
Miskolc,48.1030643,20.7900429
Balatonvilágos,46.9641731,18.159314
Knin,44.04085,16.199433
Szekszárd,46.3484884,18.701663
Mohács,45.9933836,18.6821079
Osijek,45.5548793,18.6953685
Đakovo,45.3080745,18.4116376
Šamac,45.0606892,18.4693465
Zenica,44.199828,17.9093012
Mostar,43.3435855,17.8076584
Metković,43.0536158,17.6519631
Šiauliai,55.9340823,23.3157775
Tolpaki,54.64884093779312,21.337805320361337
Kaliningrad,54.710128,20.5105838
Elbląg,54.1558708,19.4044583
Radom,51.4022557,21.1541546
Trstená,49.3593197,19.6078094
Ružomberok,49.0815718,19.3034168
Zvolen,48.5782517,19.1247135
Debrecen,47.531399,21.6259782
Berettyóújfalu,47.2247273,21.5355206
Beiuş,46.6667533,22.3527085
Deva,45.8817402,22.9008611
Petroşani,45.4143907,23.3740904
Târgu Jiu,45.0422947,23.2728118
Calafat,43.9942983,22.9337027
Vidin,43.8012835,22.679487436277284
Vraca,43.3999025,23.716533924123755
Botevgrad,42.9078544,23.7929451
Blagoevgrad,41.750287,23.48734109762355
Serres,48.6911344,6.4642569
Halmeu,47.9789957,23.0136502
Satu Mare,47.7891763,22.8725598
Zalău,47.1819416,23.0562143
Sebeş,45.9575384,23.5691574
Sibiu,45.7973912,24.1519202
Piteşti,44.8572343,24.8719422
Pleven,43.409022,24.6180123
Jablanica,43.6617485,17.7618471
Izmail,45.3511307,28.8361514
Reni,48.1113387,-1.6800198
Galaţi,45.4338215,28.0549395
Tulcea,45.177518,28.8016348
Burgas,42.343926,-3.696977
Malko Tarnovo,41.9803021,27.5244404
Dereköy,41.4266649,33.8152204
Kırklareli,41.7078046,27.6051334
Babaeski,41.4302616,27.0917789
Havsa,41.5493038,26.8205643
Keşan,40.8548793,26.6303057
Ayvalık,39.3181095,26.6916837
İzmir,38.4224548,27.1310699
